"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Apr 06 19:32:20 GMT 2023","Thu Apr 06 19:32:20 GMT 2023","0","sw-firefox","e2e/actors.spec.ts","[E2E] Test Cases for Actors data verification","","","[E2E] Record HAR file",""
"passed","Thu Apr 06 19:33:12 GMT 2023","Thu Apr 06 19:33:19 GMT 2023","7320","sw-edge","e2e/react.spec.ts","[E2E] React Selectors","","","[E2E] Test React selectors",""
"passed","Thu Apr 06 19:32:20 GMT 2023","Thu Apr 06 19:32:22 GMT 2023","1718","sw-firefox","api/actors.spec.ts","[API] Tests examples","","","[API] Actors API tests example",""
"passed","Thu Apr 06 19:32:23 GMT 2023","Thu Apr 06 19:32:53 GMT 2023","30742","sw-firefox","e2e/actors.spec.ts","[E2E] Test Cases for Actors data verification","","","[E2E] Verify HAR file usage",""
"skipped","Thu Apr 06 19:32:58 GMT 2023","Thu Apr 06 19:32:58 GMT 2023","0","sw-edge","e2e/actors.spec.ts","[E2E] Test Cases for Actors data verification","","","[E2E] Record HAR file",""
"passed","Thu Apr 06 19:33:13 GMT 2023","Thu Apr 06 19:33:20 GMT 2023","6973","sw-edge","e2e/login.spec.ts","[E2E] Login scenarios","","","[E2E] Login to webpage from signup form",""
"passed","Thu Apr 06 19:32:10 GMT 2023","Thu Apr 06 19:32:20 GMT 2023","10343","sw-chrome","e2e/login.spec.ts","[E2E] Login scenarios","","","[E2E] Login to webpage from signup form",""
"failed","Thu Apr 06 19:33:30 GMT 2023","Thu Apr 06 19:33:32 GMT 2023","2026","sw-safari","e2e/example.spec.ts","","","","test",""
"passed","Thu Apr 06 19:32:08 GMT 2023","Thu Apr 06 19:32:10 GMT 2023","2498","sw-chrome","api/actors-mock.spec.ts","","","","[API] Actor API Mock example",""
"passed","Thu Apr 06 19:32:22 GMT 2023","Thu Apr 06 19:32:58 GMT 2023","35893","sw-firefox","e2e/login.spec.ts","[E2E] Login scenarios","","","[E2E] Login to webpage as default user",""
"failed","Thu Apr 06 19:33:30 GMT 2023","Thu Apr 06 19:33:32 GMT 2023","2084","sw-safari","e2e/actors.spec.ts","[E2E] Test Cases for Actors data verification","","","[E2E] Verify HAR file usage",""
"passed","Thu Apr 06 19:32:36 GMT 2023","Thu Apr 06 19:33:06 GMT 2023","29378","sw-firefox","e2e/react.spec.ts","[E2E] React Selectors","","","[E2E] Test React selectors",""
"passed","Thu Apr 06 19:32:19 GMT 2023","Thu Apr 06 19:32:23 GMT 2023","3580","sw-firefox","api/actors-mock.spec.ts","","","","[API] Actor API Mock example",""
"passed","Thu Apr 06 19:32:08 GMT 2023","Thu Apr 06 19:32:10 GMT 2023","1869","sw-chrome","api/actors.spec.ts","[API] Tests examples","","","[API] Actors API tests example",""
"passed","Thu Apr 06 19:33:03 GMT 2023","Thu Apr 06 19:33:33 GMT 2023","29858","sw-edge","e2e/example.spec.ts","","","","test",""
"passed","Thu Apr 06 19:33:03 GMT 2023","Thu Apr 06 19:33:05 GMT 2023","2623","sw-edge","api/actors.spec.ts","[API] Tests examples","","","[API] Actors API tests example",""
"passed","Thu Apr 06 19:32:23 GMT 2023","Thu Apr 06 19:32:57 GMT 2023","34089","sw-firefox","e2e/login.spec.ts","[E2E] Login scenarios","","","[E2E] Login to webpage from signup form",""
