"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 20:44:30 GMT 2023","Thu Apr 06 20:44:41 GMT 2023","11038","sw-edge","e2e/actors.spec.ts","[E2E] Test Cases for Actors data verification","","","[E2E] Verify HAR file usage",""
"skipped","Thu Apr 06 20:43:27 GMT 2023","Thu Apr 06 20:43:27 GMT 2023","1","sw-chrome","e2e/actors.spec.ts","[E2E] Test Cases for Actors data verification","","","[E2E] Record HAR file",""
"passed","Thu Apr 06 20:44:17 GMT 2023","Thu Apr 06 20:44:35 GMT 2023","17641","sw-firefox","e2e/react.spec.ts","[E2E] React Selectors","","","[E2E] Test React selectors",""
"passed","Thu Apr 06 20:44:43 GMT 2023","Thu Apr 06 20:44:51 GMT 2023","8075","sw-edge","e2e/login.spec.ts","[E2E] Login scenarios","","","[E2E] Login to webpage from signup form",""
"passed","Thu Apr 06 20:43:28 GMT 2023","Thu Apr 06 20:43:31 GMT 2023","3078","sw-chrome","api/actors-mock.spec.ts","","","","[API] Actor API Mock example",""
"passed","Thu Apr 06 20:43:45 GMT 2023","Thu Apr 06 20:44:17 GMT 2023","32001","sw-firefox","e2e/login.spec.ts","[E2E] Login scenarios","","","[E2E] Login to webpage as default user",""
"passed","Thu Apr 06 20:44:53 GMT 2023","Thu Apr 06 20:45:26 GMT 2023","32839","sw-safari","e2e/login.spec.ts","[E2E] Login scenarios","","","[E2E] Login to webpage as default user",""
"passed","Thu Apr 06 20:43:43 GMT 2023","Thu Apr 06 20:43:45 GMT 2023","2207","sw-firefox","api/actors.spec.ts","[API] Tests examples","","","[API] Actors API tests example",""
"passed","Thu Apr 06 20:43:45 GMT 2023","Thu Apr 06 20:44:24 GMT 2023","38380","sw-firefox","e2e/login.spec.ts","[E2E] Login scenarios","","","[E2E] Login to webpage from signup form",""
"passed","Thu Apr 06 20:44:45 GMT 2023","Thu Apr 06 20:44:49 GMT 2023","3909","sw-safari","api/actors-mock.spec.ts","","","","[API] Actor API Mock example",""
"passed","Thu Apr 06 20:44:41 GMT 2023","Thu Apr 06 20:44:49 GMT 2023","8149","sw-edge","e2e/react.spec.ts","[E2E] React Selectors","","","[E2E] Test React selectors",""
"passed","Thu Apr 06 20:45:08 GMT 2023","Thu Apr 06 20:45:38 GMT 2023","29533","sw-safari","e2e/login.spec.ts","[E2E] Login scenarios","","","[E2E] Login to webpage from signup form",""
"passed","Thu Apr 06 20:43:30 GMT 2023","Thu Apr 06 20:43:45 GMT 2023","14154","sw-chrome","e2e/login.spec.ts","[E2E] Login scenarios","","","[E2E] Login to webpage from signup form",""
"passed","Thu Apr 06 20:43:28 GMT 2023","Thu Apr 06 20:43:30 GMT 2023","2204","sw-chrome","api/actors.spec.ts","[API] Tests examples","","","[API] Actors API tests example",""
